#    s        x        y     Ue/Vinf    Dstar     Theta      Cf
   1.35231  0.30804 -0.04378 -1.04923  0.000507  0.000200  0.000769
   1.36591  0.32164 -0.04423 -1.05023  0.000515  0.000204  0.000764
   1.37952  0.33524 -0.04466 -1.05134  0.000523  0.000207  0.000760
   1.39313  0.34884 -0.04505 -1.05272  0.000530  0.000211  0.000760
   1.40673  0.36244 -0.04541 -1.05406  0.000537  0.000214  0.000757
   1.42032  0.37602 -0.04574 -1.05579  0.000542  0.000217  0.000760
   1.43389  0.38959 -0.04604 -1.05751  0.000548  0.000220  0.000760
   1.44745  0.40315 -0.04631 -1.05943  0.000553  0.000223  0.000762
   1.46098  0.41668 -0.04654 -1.06141  0.000557  0.000226  0.000764
   1.47449  0.43019 -0.04673 -1.06347  0.000562  0.000228  0.000765
   1.48797  0.44367 -0.04688 -1.06576  0.000566  0.000231  0.000769
   1.50142  0.45711 -0.04698 -1.06800  0.000570  0.000233  0.000770
   1.51483  0.47052 -0.04704 -1.07049  0.000573  0.000235  0.000775
   1.52819  0.48389 -0.04705 -1.07282  0.000577  0.000237  0.000775
   1.54151  0.49720 -0.04700 -1.07540  0.000580  0.000239  0.000779
   1.55477  0.51046 -0.04690 -1.07790  0.000584  0.000241  0.000781
   1.56797  0.52366 -0.04673 -1.08048  0.000587  0.000243  0.000783
   1.58109  0.53678 -0.04649 -1.08313  0.000590  0.000245  0.000786
   1.59411  0.54980 -0.04618 -1.08570  0.000593  0.000247  0.000786
   1.60704  0.56272 -0.04579 -1.08816  0.000597  0.000249  0.000785
   1.61984  0.57551 -0.04530 -1.09079  0.000599  0.000250  0.000787
   1.63248  0.58814 -0.04472 -1.09308  0.000604  0.000252  0.000783
   1.64496  0.60060 -0.04401 -1.09409  0.000615  0.000255  0.000755
   1.65735  0.61296 -0.04316 -1.09263  0.000642  0.000260  0.000685
   1.66969  0.62526 -0.04216 -1.08943  0.000679  0.000267  0.000594
   1.68201  0.63752 -0.04102 -1.08458  0.000732  0.000275  0.000483
   1.69433  0.64978 -0.03971 -1.07787  0.000811  0.000286  0.000343
   1.70674  0.66210 -0.03824 -1.07043  0.000933  0.000297  0.000185
   1.71927  0.67452 -0.03663 -1.06458  0.001090  0.000307  0.000053
   1.73183  0.68697 -0.03490 -1.06087  0.001261  0.000313 -0.000026
   1.74442  0.69942 -0.03303 -1.05811  0.001447  0.000318 -0.000062
   1.75716  0.71199 -0.03099 -1.05581  0.001601  0.000322 -0.000071
   1.77020  0.72484 -0.02880 -1.03736  0.001541  0.000362 -0.000040
   1.78352  0.73796 -0.02650 -0.97747  0.001098  0.000496  0.000895
   1.79700  0.75123 -0.02415 -0.95945  0.000926  0.000544  0.002028
   1.81053  0.76457 -0.02179 -0.94728  0.000895  0.000588  0.002626
   1.82402  0.77785 -0.01947 -0.93514  0.000922  0.000636  0.002836
   1.83740  0.79103 -0.01720 -0.92301  0.000976  0.000688  0.002858
   1.85066  0.80411 -0.01500 -0.91120  0.001043  0.000741  0.002797
   1.86380  0.81708 -0.01289 -0.89974  0.001117  0.000796  0.002702
   1.87681  0.82993 -0.01088 -0.88878  0.001196  0.000852  0.002594
   1.88969  0.84267 -0.00897 -0.87841  0.001277  0.000908  0.002486
   1.90244  0.85530 -0.00719 -0.86847  0.001360  0.000965  0.002381
   1.91506  0.86781 -0.00554 -0.85915  0.001444  0.001021  0.002284
   1.92753  0.88019 -0.00402 -0.85039  0.001528  0.001077  0.002194
   1.93984  0.89242 -0.00266 -0.84212  0.001612  0.001133  0.002111
   1.95196  0.90448 -0.00145 -0.83450  0.001693  0.001187  0.002038
   1.96386  0.91634 -0.00042 -0.82755  0.001772  0.001239  0.001974
   1.97548  0.92793  0.00043 -0.82124  0.001847  0.001288  0.001919
   1.98676  0.93919  0.00108 -0.81577  0.001915  0.001334  0.001874
   1.99762  0.95004  0.00152 -0.81133  0.001973  0.001375  0.001841
   2.00797  0.96038  0.00175 -0.80841  0.002015  0.001407  0.001825
   2.01772  0.97013  0.00177 -0.80736  0.002036  0.001427  0.001831
   2.02681  0.97923  0.00156 -0.80780  0.002040  0.001437  0.001853
   2.03521  0.98761  0.00116 -0.80984  0.002026  0.001437  0.001892
   2.04289  0.99527  0.00056 -0.81392  0.001990  0.001423  0.001954
   2.04765  1.00000  0.00000 -0.82160  0.001915  0.001386  0.002056
   2.04765  1.00010 -0.00002  0.82160  0.006421  0.003700  0.000000
   2.05242  1.00480 -0.00079  0.84383  0.005418  0.003354  0.000000
   2.05785  1.01018 -0.00157  0.85664  0.004933  0.003178  0.000000
   2.06405  1.01632 -0.00239  0.86815  0.004548  0.003032  0.000000
   2.07111  1.02333 -0.00326  0.87857  0.004233  0.002908  0.000000
   2.07917  1.03133 -0.00419  0.88818  0.003965  0.002802  0.000000
   2.08836  1.04047 -0.00519  0.89713  0.003733  0.002708  0.000000
   2.09884  1.05090 -0.00626  0.90549  0.003529  0.002625  0.000000
   2.11080  1.06280 -0.00741  0.91334  0.003347  0.002550  0.000000
   2.12443  1.07637 -0.00864  0.92074  0.003185  0.002483  0.000000
   2.13998  1.09186 -0.00998  0.92772  0.003039  0.002423  0.000000
   2.15771  1.10954 -0.01141  0.93432  0.002907  0.002368  0.000000
   2.17793  1.12970 -0.01296  0.94054  0.002788  0.002318  0.000000
   2.20099  1.15270 -0.01462  0.94640  0.002681  0.002272  0.000000
   2.22730  1.17894 -0.01641  0.95190  0.002585  0.002231  0.000000
   2.25729  1.20888 -0.01833  0.95706  0.002499  0.002193  0.000000
   2.29150  1.24303 -0.02039  0.96186  0.002423  0.002159  0.000000
   2.33052  1.28198 -0.02261  0.96631  0.002356  0.002128  0.000000
   2.37501  1.32641 -0.02498  0.97041  0.002297  0.002101  0.000000
   2.42576  1.37709 -0.02752  0.97417  0.002246  0.002076  0.000000
   2.48363  1.43490 -0.03024  0.97758  0.002201  0.002054  0.000000
   2.54963  1.50084 -0.03314  0.98066  0.002163  0.002034  0.000000
   2.62491  1.57605 -0.03623  0.98341  0.002130  0.002017  0.000000
   2.71075  1.66183 -0.03953  0.98586  0.002102  0.002001  0.000000
   2.80866  1.75968 -0.04305  0.98802  0.002078  0.001988  0.000000
   2.92032  1.87127 -0.04679  0.98990  0.002058  0.001976  0.000000
   3.04766  1.99855 -0.05076  0.99159  0.002041  0.001966  0.000000
