#    s        x        y     Ue/Vinf    Dstar     Theta      Cf
   0.38099  0.62718  0.07823  1.27226  0.003657  0.002404  0.002850
   0.39398  0.61438  0.08039  1.29183  0.003401  0.002267  0.003082
   0.40680  0.60172  0.08243  1.31116  0.003170  0.002141  0.003318
   0.41947  0.58919  0.08432  1.32937  0.002970  0.002028  0.003545
   0.43206  0.57671  0.08605  1.34562  0.002805  0.001932  0.003748
   0.44464  0.56424  0.08764  1.36055  0.002662  0.001847  0.003935
   0.45719  0.55177  0.08909  1.37490  0.002532  0.001769  0.004118
   0.46971  0.53932  0.09040  1.38824  0.002416  0.001698  0.004289
   0.48223  0.52685  0.09158  1.40057  0.002314  0.001633  0.004447
   0.49475  0.51437  0.09261  1.41190  0.002223  0.001575  0.004592
   0.50729  0.50187  0.09350  1.42198  0.002144  0.001523  0.004718
   0.51988  0.48930  0.09425  1.43038  0.002078  0.001478  0.004815
   0.53256  0.47664  0.09488  1.43809  0.002019  0.001436  0.004900
   0.54530  0.46391  0.09539  1.44595  0.001960  0.001395  0.004988
   0.55810  0.45111  0.09579  1.45369  0.001903  0.001354  0.005074
   0.57096  0.43826  0.09608  1.46149  0.001847  0.001315  0.005160
   0.58384  0.42537  0.09626  1.46898  0.001794  0.001276  0.005240
   0.59676  0.41246  0.09634  1.47722  0.001738  0.001237  0.005333
   0.60970  0.39952  0.09632  1.48494  0.001686  0.001199  0.005415
   0.62265  0.38657  0.09619  1.49362  0.001631  0.001160  0.005515
   0.63561  0.37361  0.09596  1.50190  0.001579  0.001122  0.005607
   0.64857  0.36065  0.09562  1.51065  0.001526  0.001084  0.005706
   0.66154  0.34770  0.09519  1.51948  0.001475  0.001047  0.005805
   0.67449  0.33475  0.09466  1.52899  0.001421  0.001009  0.005917
   0.68744  0.32182  0.09402  1.53816  0.001371  0.000972  0.006019
   0.70037  0.30891  0.09328  1.54853  0.001318  0.000934  0.006144
   0.71328  0.29602  0.09244  1.55835  0.001268  0.000898  0.006255
   0.72617  0.28317  0.09149  1.56967  0.001215  0.000859  0.006395
   0.73903  0.27036  0.09044  1.58062  0.001165  0.000822  0.006523
   0.75185  0.25759  0.08928  1.59264  0.001112  0.000785  0.006672
   0.76463  0.24487  0.08801  1.60513  0.001061  0.000748  0.006826
   0.77736  0.23222  0.08663  1.61816  0.001010  0.000710  0.006988
   0.79002  0.21964  0.08514  1.63197  0.000959  0.000673  0.007161
   0.80262  0.20715  0.08353  1.64716  0.000906  0.000636  0.007361
   0.81513  0.19476  0.08181  1.66301  0.000855  0.000598  0.007569
   0.82754  0.18248  0.07996  1.68012  0.000803  0.000561  0.007800
   0.83983  0.17035  0.07800  1.69827  0.000752  0.000524  0.008048
   0.85197  0.15839  0.07592  1.71812  0.000700  0.000487  0.008329
   0.86394  0.14663  0.07371  1.73916  0.000649  0.000450  0.008630
   0.87568  0.13512  0.07139  1.76287  0.000597  0.000413  0.008996
   0.88714  0.12392  0.06895  1.78791  0.000546  0.000377  0.009391
   0.89828  0.11308  0.06642  1.81583  0.000496  0.000341  0.009871
   0.90901  0.10267  0.06379  1.84587  0.000446  0.000307  0.010426
   0.91928  0.09276  0.06107  1.87566  0.000401  0.000275  0.010987
   0.92904  0.08341  0.05830  1.90866  0.000356  0.000244  0.011690
   0.93822  0.07466  0.05549  1.94323  0.000313  0.000215  0.012523
   0.94678  0.06658  0.05267  1.97766  0.000274  0.000188  0.013468
   0.95471  0.05917  0.04987  2.01028  0.000239  0.000164  0.014484
   0.96200  0.05243  0.04710  2.04371  0.000206  0.000142  0.015707
   0.96866  0.04634  0.04441  2.07871  0.000175  0.000121  0.017167
   0.97471  0.04087  0.04180  2.11362  0.000149  0.000103  0.018420
   0.98022  0.03597  0.03928  2.14193  0.000134  0.000088  0.017198
   0.98524  0.03159  0.03683  2.17060  0.000143  0.000076  0.010420
   0.98982  0.02766  0.03448  2.24413  0.000211  0.000063  0.000909
   0.99400  0.02415  0.03222  2.29299  0.000232  0.000056 -0.000349
   0.99783  0.02100  0.03003  2.31645  0.000208  0.000053 -0.000152
   1.00136  0.01818  0.02792  2.34191  0.000180  0.000050  0.000370
   1.00461  0.01565  0.02586  2.37012  0.000153  0.000046  0.001356
   1.00764  0.01338  0.02387  2.39999  0.000130  0.000043  0.002788
   1.01045  0.01135  0.02192  2.42804  0.000112  0.000039  0.004508
   1.01309  0.00954  0.02000  2.45153  0.000097  0.000037  0.006608
   1.01556  0.00794  0.01812  2.45923  0.000090  0.000035  0.007352
   1.01790  0.00652  0.01626  2.46429  0.000085  0.000033  0.008045
   1.02011  0.00525  0.01445  2.46597  0.000081  0.000031  0.008325
   1.02220  0.00414  0.01267  2.46966  0.000077  0.000030  0.008943
   1.02419  0.00317  0.01093  2.47287  0.000072  0.000028  0.009727
   1.02609  0.00233  0.00923  2.47166  0.000070  0.000026  0.009312
   1.02790  0.00162  0.00757  2.48217  0.000063  0.000024  0.011289
   1.02964  0.00103  0.00593  2.48141  0.000059  0.000023  0.011559
   1.03130  0.00057  0.00434  2.48704  0.000053  0.000021  0.014195
   1.03290  0.00025  0.00277  2.47886  0.000047  0.000019  0.017101
   1.03443  0.00006  0.00125  2.45146  0.000041  0.000018  0.021857
   1.03594  0.00002 -0.00026  2.38791  0.000042  0.000017  0.017688
   1.03743  0.00010 -0.00175  2.36954  0.000040  0.000015  0.016371
   1.03894  0.00035 -0.00324  2.35724  0.000031  0.000013  0.026665
   1.04048  0.00085 -0.00470  2.22163  0.000026  0.000011  0.033831
   1.04208  0.00164 -0.00608  1.96391  0.000025  0.000011  0.032423
   1.04372  0.00270 -0.00733  1.64912  0.000026  0.000012  0.027982
   1.04544  0.00399 -0.00848  1.34579  0.000031  0.000014  0.018838
   1.04725  0.00543 -0.00957  1.12392  0.000035  0.000016  0.013493
   1.04916  0.00702 -0.01063  0.94991  0.000039  0.000018  0.010139
   1.05118  0.00876 -0.01164  0.79931  0.000042  0.000019  0.008044
   1.05332  0.01066 -0.01263  0.66065  0.000046  0.000021  0.006016
   1.05562  0.01275 -0.01360  0.54148  0.000051  0.000023  0.004400
   1.05809  0.01502 -0.01456  0.43325  0.000054  0.000025  0.003404
   1.06075  0.01750 -0.01552  0.33792  0.000062  0.000027  0.002173
   1.06364  0.02023 -0.01649  0.25488  0.000062  0.000028  0.001713
   1.06680  0.02323 -0.01747  0.17191  0.000071  0.000032  0.000972
   1.07026  0.02655 -0.01846  0.09987  0.000074  0.000033  0.000551
   1.07409  0.03024 -0.01947  0.03091  0.000083  0.000037  0.000150
   1.07834  0.03436 -0.02051 -0.03474  0.000083  0.000037  0.000168
   1.08310  0.03901 -0.02158 -0.09459  0.000096  0.000043  0.000383
   1.08846  0.04425 -0.02268 -0.15292  0.000098  0.000044  0.000629
   1.09452  0.05019 -0.02383 -0.20843  0.000109  0.000048  0.000733
   1.10136  0.05694 -0.02501 -0.25993  0.000116  0.000052  0.000880
   1.10909  0.06457 -0.02622 -0.30983  0.000126  0.000055  0.000948
   1.11775  0.07314 -0.02745 -0.35526  0.000136  0.000060  0.000996
   1.12734  0.08265 -0.02868 -0.39989  0.000144  0.000063  0.001072
   1.13781  0.09305 -0.02989 -0.43829  0.000159  0.000069  0.001027
   1.14905  0.10423 -0.03107 -0.47452  0.000167  0.000073  0.001082
   1.16090  0.11602 -0.03221 -0.50696  0.000180  0.000078  0.001051
   1.17321  0.12828 -0.03329 -0.53715  0.000188  0.000082  0.001073
   1.18586  0.14089 -0.03430 -0.56324  0.000201  0.000087  0.001034
   1.19877  0.15377 -0.03524 -0.58728  0.000210  0.000091  0.001036
   1.21188  0.16685 -0.03610 -0.60865  0.000221  0.000095  0.001011
   1.22514  0.18008 -0.03691 -0.62844  0.000230  0.000099  0.001004
   1.23851  0.19344 -0.03766 -0.64629  0.000241  0.000103  0.000983
   1.25198  0.20689 -0.03836 -0.66272  0.000250  0.000107  0.000968
   1.26553  0.22042 -0.03900 -0.67859  0.000257  0.000111  0.000968
   1.27913  0.23401 -0.03961 -0.69286  0.000267  0.000114  0.000946
   1.29277  0.24764 -0.04017 -0.70649  0.000274  0.000118  0.000939
   1.30644  0.26130 -0.04069 -0.71961  0.000281  0.000121  0.000935
   1.32013  0.27498 -0.04117 -0.73182  0.000289  0.000124  0.000923
   1.33383  0.28867 -0.04162 -0.74403  0.000294  0.000127  0.000927
   1.34753  0.30236 -0.04202 -0.75547  0.000301  0.000129  0.000919
   1.36121  0.31605 -0.04239 -0.76688  0.000306  0.000132  0.000922
   1.37488  0.32971 -0.04271 -0.77726  0.000313  0.000135  0.000907
   1.38853  0.34336 -0.04300 -0.78802  0.000317  0.000137  0.000916
   1.40215  0.35698 -0.04323 -0.79851  0.000321  0.000139  0.000919
   1.41574  0.37056 -0.04342 -0.80818  0.000327  0.000141  0.000908
   1.42929  0.38411 -0.04356 -0.81803  0.000331  0.000143  0.000913
   1.44278  0.39761 -0.04364 -0.82775  0.000335  0.000145  0.000917
   1.45623  0.41105 -0.04367 -0.83690  0.000340  0.000147  0.000912
   1.46960  0.42443 -0.04363 -0.84667  0.000341  0.000148  0.000927
   1.48290  0.43773 -0.04353 -0.85525  0.000347  0.000150  0.000915
   1.49611  0.45094 -0.04335 -0.86435  0.000349  0.000151  0.000925
   1.50922  0.46404 -0.04309 -0.87305  0.000352  0.000153  0.000926
   1.52220  0.47702 -0.04274 -0.88143  0.000356  0.000154  0.000925
   1.53503  0.48984 -0.04230 -0.89008  0.000357  0.000155  0.000935
   1.54772  0.50251 -0.04173 -0.89683  0.000365  0.000158  0.000907
   1.56033  0.51511 -0.04102 -0.90148  0.000378  0.000161  0.000853
   1.57293  0.52767 -0.04017 -0.90495  0.000392  0.000165  0.000800
   1.58554  0.54024 -0.03918 -0.90607  0.000413  0.000170  0.000722
   1.59822  0.55288 -0.03803 -0.90536  0.000438  0.000175  0.000635
   1.61107  0.56566 -0.03673 -0.90258  0.000472  0.000183  0.000535
   1.62412  0.57863 -0.03532 -0.89957  0.000502  0.000189  0.000462
   1.63730  0.59173 -0.03381 -0.89651  0.000530  0.000196  0.000410
   1.65061  0.60493 -0.03220 -0.89309  0.000560  0.000203  0.000362
   1.66407  0.61829 -0.03050 -0.88860  0.000600  0.000211  0.000299
   1.67771  0.63182 -0.02873 -0.88398  0.000640  0.000218  0.000246
   1.69151  0.64549 -0.02691 -0.87972  0.000676  0.000226  0.000212
   1.70539  0.65925 -0.02507 -0.87545  0.000712  0.000233  0.000181
   1.71933  0.67306 -0.02321 -0.87164  0.000740  0.000240  0.000164
   1.73324  0.68685 -0.02137 -0.86797  0.000768  0.000247  0.000150
   1.74710  0.70060 -0.01955 -0.86454  0.000792  0.000253  0.000141
   1.76091  0.71428 -0.01777 -0.86159  0.000807  0.000259  0.000141
   1.77464  0.72791 -0.01603 -0.85866  0.000825  0.000265  0.000137
   1.78831  0.74147 -0.01433 -0.85610  0.000836  0.000270  0.000140
   1.80192  0.75498 -0.01269 -0.85383  0.000844  0.000275  0.000145
   1.81545  0.76842 -0.01111 -0.85197  0.000846  0.000280  0.000155
   1.82893  0.78181 -0.00959 -0.85052  0.000842  0.000283  0.000169
   1.84234  0.79514 -0.00814 -0.84939  0.000838  0.000287  0.000184
   1.85568  0.80841 -0.00677 -0.84942  0.000816  0.000289  0.000216
   1.86895  0.82162 -0.00547 -0.84904  0.000772  0.000292  0.000367
   1.88216  0.83477 -0.00426 -0.84231  0.000651  0.000308  0.000905
   1.89529  0.84785 -0.00314 -0.83958  0.000563  0.000324  0.001664
   1.90833  0.86086 -0.00212 -0.84055  0.000528  0.000340  0.002245
   1.92127  0.87377 -0.00120 -0.84235  0.000527  0.000359  0.002555
   1.93410  0.88657 -0.00039 -0.84541  0.000540  0.000378  0.002706
   1.94679  0.89924  0.00031 -0.84871  0.000560  0.000398  0.002767
   1.95930  0.91174  0.00088 -0.85284  0.000581  0.000415  0.002796
   1.97158  0.92401  0.00132 -0.85806  0.000599  0.000430  0.002822
   1.98354  0.93597  0.00162 -0.86444  0.000614  0.000442  0.002854
   1.99510  0.94753  0.00178 -0.87253  0.000623  0.000450  0.002908
   2.00613  0.95855  0.00180 -0.88419  0.000621  0.000451  0.003013
   2.01650  0.96892  0.00168 -0.89782  0.000613  0.000447  0.003140
   2.02609  0.97851  0.00142 -0.91707  0.000590  0.000435  0.003354
   2.03484  0.98725  0.00104 -0.94157  0.000557  0.000415  0.003645
   2.04276  0.99515  0.00050 -0.98502  0.000490  0.000373  0.004261
   2.04763  1.00000  0.00000 -0.97088  0.000542  0.000402  0.003842
   2.04763  1.00010 -0.00001  0.97088  0.040903  0.007692  0.000000
   2.05250  1.00492 -0.00069  0.96824  0.038758  0.007843  0.000000
   2.05804  1.01042 -0.00133  0.96553  0.037675  0.007995  0.000000
   2.06436  1.01671 -0.00195  0.96228  0.036580  0.008174  0.000000
   2.07155  1.02387 -0.00258  0.95829  0.035408  0.008393  0.000000
   2.07975  1.03205 -0.00320  0.95323  0.034101  0.008667  0.000000
   2.08908  1.04136 -0.00381  0.94642  0.032628  0.009033  0.000000
   2.09972  1.05198 -0.00440  0.93625  0.030991  0.009579  0.000000
   2.11183  1.06408 -0.00496  0.92653  0.029132  0.010098  0.000000
   2.12563  1.07787 -0.00546  0.92102  0.027074  0.010388  0.000000
   2.14135  1.09359 -0.00590  0.91752  0.024929  0.010567  0.000000
   2.15926  1.11149 -0.00623  0.91624  0.022774  0.010629  0.000000
   2.17966  1.13189 -0.00642  0.91722  0.020693  0.010584  0.000000
   2.20290  1.15513 -0.00643  0.92022  0.018763  0.010451  0.000000
   2.22938  1.18161 -0.00620  0.92479  0.017037  0.010260  0.000000
   2.25953  1.21176 -0.00567  0.93035  0.015541  0.010040  0.000000
   2.29389  1.24610 -0.00477  0.93638  0.014272  0.009815  0.000000
   2.33303  1.28522 -0.00338  0.94246  0.013211  0.009601  0.000000
   2.37761  1.32975 -0.00140  0.94833  0.012330  0.009404  0.000000
   2.42840  1.38047  0.00130  0.95386  0.011599  0.009226  0.000000
   2.48625  1.43821  0.00489  0.95897  0.010993  0.009068  0.000000
   2.55216  1.50396  0.00955  0.96366  0.010490  0.008928  0.000000
   2.62724  1.57880  0.01551  0.96795  0.010074  0.008803  0.000000
   2.71277  1.66399  0.02302  0.97184  0.009730  0.008693  0.000000
   2.81020  1.76097  0.03238  0.97537  0.009447  0.008596  0.000000
   2.92118  1.87136  0.04394  0.97853  0.009214  0.008510  0.000000
   3.04762  1.99700  0.05810  0.98197  0.009004  0.008419  0.000000
