#    s        x        y     Ue/Vinf    Dstar     Theta      Cf
   1.00633  0.01559  0.02407  2.00459  0.000000  0.000000  0.000000
   1.00941  0.01324  0.02206  2.02577  0.000000  0.000000  0.000000
   1.01226  0.01114  0.02014  2.04628  0.000000  0.000000  0.000000
   1.01490  0.00928  0.01827  2.06611  0.000000  0.000000  0.000000
   1.01735  0.00761  0.01646  2.08417  0.000000  0.000000  0.000000
   1.01965  0.00614  0.01470  2.10026  0.000000  0.000000  0.000000
   1.02181  0.00484  0.01298  2.11232  0.000000  0.000000  0.000000
   1.02385  0.00370  0.01129  2.12099  0.000000  0.000000  0.000000
   1.02577  0.00272  0.00963  2.12213  0.000000  0.000000  0.000000
   1.02760  0.00190  0.00800  2.11528  0.000000  0.000000  0.000000
   1.02934  0.00123  0.00639  2.09791  0.000000  0.000000  0.000000
   1.03101  0.00070  0.00481  2.06653  0.000000  0.000000  0.000000
   1.03261  0.00032  0.00325  2.02000  0.000000  0.000000  0.000000
   1.03415  0.00009  0.00173  1.95703  0.000000  0.000000  0.000000
   1.03562  0.00000  0.00026  1.87835  0.000000  0.000000  0.000000
   1.03708  0.00005 -0.00119  1.78508  0.000000  0.000000  0.000000
   1.03857  0.00024 -0.00267  1.67229  0.000000  0.000000  0.000000
   1.04011  0.00059 -0.00417  1.53617  0.000000  0.000000  0.000000
   1.04169  0.00112 -0.00566  1.38203  0.000000  0.000000  0.000000
   1.04333  0.00184 -0.00713  1.21499  0.000000  0.000000  0.000000
   1.04502  0.00274 -0.00857  1.04269  0.000000  0.000000  0.000000
   1.04678  0.00382 -0.00996  0.87418  0.000000  0.000000  0.000000
   1.04862  0.00508 -0.01130  0.71383  0.000000  0.000000  0.000000
   1.05055  0.00651 -0.01258  0.56612  0.000000  0.000000  0.000000
   1.05258  0.00812 -0.01382  0.43065  0.000000  0.000000  0.000000
   1.05473  0.00991 -0.01501  0.30959  0.000000  0.000000  0.000000
   1.05701  0.01189 -0.01615  0.20049  0.000000  0.000000  0.000000
   1.05944  0.01406 -0.01726  0.10270  0.000000  0.000000  0.000000
   1.06206  0.01644 -0.01832  0.01497  0.000000  0.000000  0.000000
   1.06487  0.01906 -0.01936 -0.06402  0.000000  0.000000  0.000000
   1.06793  0.02195 -0.02036 -0.13548  0.000000  0.000000  0.000000
   1.07126  0.02513 -0.02134 -0.20036  0.000000  0.000000  0.000000
   1.07491  0.02866 -0.02229 -0.25966  0.000000  0.000000  0.000000
   1.07894  0.03258 -0.02322 -0.31351  0.000000  0.000000  0.000000
   1.08341  0.03696 -0.02412 -0.36360  0.000000  0.000000  0.000000
   1.08840  0.04187 -0.02499 -0.40941  0.000000  0.000000  0.000000
   1.09400  0.04741 -0.02583 -0.45172  0.000000  0.000000  0.000000
   1.10028  0.05364 -0.02661 -0.49039  0.000000  0.000000  0.000000
   1.10733  0.06065 -0.02734 -0.52618  0.000000  0.000000  0.000000
   1.11521  0.06850 -0.02798 -0.55835  0.000000  0.000000  0.000000
   1.12394  0.07721 -0.02853 -0.58753  0.000000  0.000000  0.000000
   1.13350  0.08676 -0.02896 -0.61330  0.000000  0.000000  0.000000
   1.14382  0.09708 -0.02927 -0.63593  0.000000  0.000000  0.000000
   1.15480  0.10806 -0.02944 -0.65569  0.000000  0.000000  0.000000
   1.16633  0.11959 -0.02948 -0.67259  0.000000  0.000000  0.000000
   1.17830  0.13156 -0.02940 -0.68708  0.000000  0.000000  0.000000
   1.19062  0.14388 -0.02921 -0.69959  0.000000  0.000000  0.000000
   1.20321  0.15647 -0.02892 -0.71026  0.000000  0.000000  0.000000
   1.21603  0.16928 -0.02854 -0.71952  0.000000  0.000000  0.000000
   1.22902  0.18226 -0.02808 -0.72741  0.000000  0.000000  0.000000
   1.24216  0.19540 -0.02757 -0.73435  0.000000  0.000000  0.000000
   1.25543  0.20865 -0.02700 -0.74043  0.000000  0.000000  0.000000
   1.26880  0.22201 -0.02639 -0.74581  0.000000  0.000000  0.000000
   1.28226  0.23545 -0.02575 -0.75061  0.000000  0.000000  0.000000
   1.29580  0.24897 -0.02509 -0.75474  0.000000  0.000000  0.000000
   1.30939  0.26255 -0.02441 -0.75877  0.000000  0.000000  0.000000
   1.32303  0.27617 -0.02372 -0.76226  0.000000  0.000000  0.000000
   1.33668  0.28980 -0.02303 -0.76563  0.000000  0.000000  0.000000
   1.35031  0.30342 -0.02235 -0.76875  0.000000  0.000000  0.000000
   1.36392  0.31701 -0.02167 -0.77175  0.000000  0.000000  0.000000
   1.37749  0.33057 -0.02102 -0.77469  0.000000  0.000000  0.000000
   1.39104  0.34410 -0.02038 -0.77765  0.000000  0.000000  0.000000
   1.40455  0.35760 -0.01977 -0.78063  0.000000  0.000000  0.000000
   1.41805  0.37108 -0.01918 -0.78383  0.000000  0.000000  0.000000
   1.43153  0.38455 -0.01863 -0.78731  0.000000  0.000000  0.000000
   1.44502  0.39803 -0.01810 -0.79196  0.000000  0.000000  0.000000
   1.45855  0.41155 -0.01759 -0.79745  0.000000  0.000000  0.000000
   1.47213  0.42512 -0.01707 -0.80074  0.000000  0.000000  0.000000
   1.48575  0.43873 -0.01653 -0.80387  0.000000  0.000000  0.000000
   1.49941  0.45238 -0.01599 -0.80667  0.000000  0.000000  0.000000
   1.51308  0.46604 -0.01544 -0.80898  0.000000  0.000000  0.000000
   1.52678  0.47973 -0.01488 -0.81114  0.000000  0.000000  0.000000
   1.54049  0.49342 -0.01432 -0.81337  0.000000  0.000000  0.000000
   1.55420  0.50712 -0.01376 -0.81520  0.000000  0.000000  0.000000
   1.56791  0.52082 -0.01320 -0.81694  0.000000  0.000000  0.000000
   1.58161  0.53451 -0.01265 -0.81859  0.000000  0.000000  0.000000
   1.59529  0.54818 -0.01210 -0.82023  0.000000  0.000000  0.000000
   1.60897  0.56185 -0.01155 -0.82188  0.000000  0.000000  0.000000
   1.62263  0.57550 -0.01102 -0.82326  0.000000  0.000000  0.000000
   1.63629  0.58914 -0.01049 -0.82474  0.000000  0.000000  0.000000
   1.64993  0.60278 -0.00997 -0.82607  0.000000  0.000000  0.000000
   1.66356  0.61640 -0.00947 -0.82755  0.000000  0.000000  0.000000
   1.67719  0.63002 -0.00897 -0.82874  0.000000  0.000000  0.000000
   1.69081  0.64363 -0.00849 -0.83019  0.000000  0.000000  0.000000
   1.70442  0.65723 -0.00802 -0.83153  0.000000  0.000000  0.000000
   1.71802  0.67083 -0.00757 -0.83272  0.000000  0.000000  0.000000
   1.73162  0.68442 -0.00713 -0.83406  0.000000  0.000000  0.000000
   1.74522  0.69801 -0.00670 -0.83540  0.000000  0.000000  0.000000
   1.75881  0.71159 -0.00629 -0.83664  0.000000  0.000000  0.000000
   1.77239  0.72518 -0.00589 -0.83792  0.000000  0.000000  0.000000
   1.78598  0.73875 -0.00552 -0.83928  0.000000  0.000000  0.000000
   1.79956  0.75233 -0.00515 -0.84036  0.000000  0.000000  0.000000
   1.81314  0.76591 -0.00481 -0.84188  0.000000  0.000000  0.000000
   1.82672  0.77948 -0.00448 -0.84303  0.000000  0.000000  0.000000
   1.84030  0.79306 -0.00416 -0.84420  0.000000  0.000000  0.000000
   1.85388  0.80663 -0.00387 -0.84562  0.000000  0.000000  0.000000
   1.86746  0.82021 -0.00359 -0.84659  0.000000  0.000000  0.000000
   1.88104  0.83378 -0.00332 -0.84792  0.000000  0.000000  0.000000
   1.89461  0.84736 -0.00307 -0.84888  0.000000  0.000000  0.000000
   1.90819  0.86093 -0.00284 -0.84980  0.000000  0.000000  0.000000
   1.92175  0.87449 -0.00262 -0.85106  0.000000  0.000000  0.000000
   1.93529  0.88804 -0.00242 -0.85147  0.000000  0.000000  0.000000
   1.94880  0.90154 -0.00223 -0.85207  0.000000  0.000000  0.000000
   1.96223  0.91497 -0.00206 -0.85208  0.000000  0.000000  0.000000
   1.97551  0.92825 -0.00191 -0.85210  0.000000  0.000000  0.000000
   1.98855  0.94129 -0.00176 -0.85124  0.000000  0.000000  0.000000
   2.00115  0.95388 -0.00164 -0.84897  0.000000  0.000000  0.000000
   2.01306  0.96580 -0.00153 -0.84611  0.000000  0.000000  0.000000
   2.02402  0.97676 -0.00144 -0.84022  0.000000  0.000000  0.000000
   2.03379  0.98653 -0.00136 -0.83117  0.000000  0.000000  0.000000
   2.04229  0.99502 -0.00130 -0.81181  0.000000  0.000000  0.000000
   2.04726  1.00000 -0.00126 -0.74857  0.000000  0.000000  0.000000
