#    s        x        y     Ue/Vinf    Dstar     Theta      Cf
   0.38099  0.62718  0.07823  1.16585  0.007603  0.004135  0.001220
   0.39398  0.61438  0.08039  1.19132  0.006683  0.003803  0.001496
   0.40680  0.60172  0.08243  1.21722  0.005925  0.003503  0.001783
   0.41947  0.58919  0.08432  1.24253  0.005312  0.003241  0.002067
   0.43206  0.57671  0.08605  1.26642  0.004821  0.003017  0.002339
   0.44464  0.56424  0.08764  1.28883  0.004421  0.002824  0.002595
   0.45719  0.55177  0.08909  1.31021  0.004084  0.002654  0.002842
   0.46971  0.53932  0.09040  1.33019  0.003802  0.002505  0.003073
   0.48223  0.52685  0.09158  1.34866  0.003565  0.002376  0.003287
   0.49475  0.51437  0.09261  1.36599  0.003361  0.002261  0.003487
   0.50729  0.50187  0.09350  1.38153  0.003191  0.002162  0.003662
   0.51988  0.48930  0.09425  1.39559  0.003047  0.002076  0.003815
   0.53256  0.47664  0.09488  1.40874  0.002920  0.001997  0.003955
   0.54530  0.46391  0.09539  1.42125  0.002805  0.001924  0.004084
   0.55810  0.45111  0.09579  1.43355  0.002697  0.001855  0.004210
   0.57096  0.43826  0.09608  1.44572  0.002595  0.001789  0.004334
   0.58384  0.42537  0.09626  1.45785  0.002498  0.001725  0.004457
   0.59676  0.41246  0.09634  1.46979  0.002406  0.001663  0.004576
   0.60970  0.39952  0.09632  1.48194  0.002316  0.001603  0.004698
   0.62265  0.38657  0.09619  1.49423  0.002229  0.001545  0.004823
   0.63561  0.37361  0.09596  1.50625  0.002148  0.001489  0.004940
   0.64857  0.36065  0.09562  1.51891  0.002065  0.001432  0.005068
   0.66154  0.34770  0.09519  1.53182  0.001985  0.001377  0.005199
   0.67449  0.33475  0.09466  1.54477  0.001907  0.001324  0.005329
   0.68744  0.32182  0.09402  1.55801  0.001832  0.001271  0.005461
   0.70037  0.30891  0.09328  1.57210  0.001755  0.001218  0.005608
   0.71328  0.29602  0.09244  1.58610  0.001682  0.001167  0.005749
   0.72617  0.28317  0.09149  1.60113  0.001608  0.001115  0.005907
   0.73903  0.27036  0.09044  1.61632  0.001536  0.001065  0.006063
   0.75185  0.25759  0.08928  1.63220  0.001466  0.001015  0.006228
   0.76463  0.24487  0.08801  1.64917  0.001394  0.000965  0.006410
   0.77736  0.23222  0.08663  1.66674  0.001324  0.000915  0.006599
   0.79002  0.21964  0.08514  1.68558  0.001254  0.000866  0.006807
   0.80262  0.20715  0.08353  1.70532  0.001184  0.000817  0.007027
   0.81513  0.19476  0.08181  1.72607  0.001116  0.000768  0.007259
   0.82754  0.18248  0.07996  1.74896  0.001046  0.000719  0.007531
   0.83983  0.17035  0.07800  1.77198  0.000981  0.000673  0.007790
   0.85197  0.15839  0.07592  1.79907  0.000910  0.000624  0.008140
   0.86394  0.14663  0.07371  1.82642  0.000844  0.000577  0.008481
   0.87568  0.13512  0.07139  1.85676  0.000777  0.000530  0.008885
   0.88714  0.12392  0.06895  1.88981  0.000711  0.000485  0.009351
   0.89828  0.11308  0.06642  1.92508  0.000647  0.000440  0.009870
   0.90901  0.10267  0.06379  1.96468  0.000582  0.000396  0.010520
   0.91928  0.09276  0.06107  2.00391  0.000524  0.000356  0.011158
   0.92904  0.08341  0.05830  2.04692  0.000468  0.000318  0.011931
   0.93822  0.07466  0.05549  2.09225  0.000415  0.000282  0.012818
   0.94678  0.06658  0.05267  2.13883  0.000366  0.000249  0.013807
   0.95471  0.05917  0.04987  2.18248  0.000325  0.000220  0.014737
   0.96200  0.05243  0.04710  2.23085  0.000284  0.000193  0.015954
   0.96866  0.04634  0.04441  2.28039  0.000247  0.000168  0.017390
   0.97471  0.04087  0.04180  2.33036  0.000213  0.000146  0.019084
   0.98022  0.03597  0.03928  2.37793  0.000184  0.000127  0.020923
   0.98524  0.03159  0.03683  2.42320  0.000158  0.000110  0.022813
   0.98982  0.02766  0.03448  2.46673  0.000137  0.000094  0.024339
   0.99400  0.02415  0.03222  2.51500  0.000121  0.000080  0.024411
   0.99783  0.02100  0.03003  2.56159  0.000118  0.000069  0.018884
   1.00136  0.01818  0.02792  2.62740  0.000143  0.000059  0.006319
   1.00461  0.01565  0.02586  2.73754  0.000190  0.000047 -0.000321
   1.00764  0.01338  0.02387  2.76405  0.000167  0.000045  0.000239
   1.01045  0.01135  0.02192  2.79454  0.000140  0.000042  0.001717
   1.01309  0.00954  0.02000  2.82720  0.000118  0.000039  0.003681
   1.01556  0.00794  0.01812  2.85360  0.000107  0.000037  0.004954
   1.01790  0.00652  0.01626  2.87401  0.000100  0.000035  0.005426
   1.02011  0.00525  0.01445  2.89454  0.000095  0.000033  0.005843
   1.02220  0.00414  0.01267  2.91656  0.000089  0.000031  0.006449
   1.02419  0.00317  0.01093  2.93875  0.000083  0.000029  0.006937
   1.02609  0.00233  0.00923  2.96277  0.000078  0.000027  0.007512
   1.02790  0.00162  0.00757  2.98877  0.000072  0.000025  0.008050
   1.02964  0.00103  0.00593  3.02388  0.000062  0.000023  0.011705
   1.03130  0.00057  0.00434  3.04374  0.000057  0.000021  0.013403
   1.03290  0.00025  0.00277  3.06661  0.000048  0.000019  0.019370
   1.03443  0.00006  0.00125  3.05620  0.000043  0.000018  0.022864
   1.03594  0.00002 -0.00026  3.02670  0.000043  0.000017  0.020028
   1.03743  0.00010 -0.00175  3.03252  0.000041  0.000015  0.017845
   1.03894  0.00035 -0.00324  3.06119  0.000030  0.000012  0.032316
   1.04048  0.00085 -0.00470  2.94985  0.000024  0.000011  0.048848
   1.04208  0.00164 -0.00608  2.65064  0.000023  0.000011  0.046244
   1.04372  0.00270 -0.00733  2.28529  0.000024  0.000011  0.043205
   1.04544  0.00399 -0.00848  1.90883  0.000029  0.000014  0.028847
   1.04725  0.00543 -0.00957  1.64654  0.000033  0.000015  0.021249
   1.04916  0.00702 -0.01063  1.43825  0.000036  0.000017  0.017028
   1.05118  0.00876 -0.01164  1.24993  0.000039  0.000018  0.013901
   1.05332  0.01066 -0.01263  1.08205  0.000044  0.000020  0.010394
   1.05562  0.01275 -0.01360  0.93778  0.000046  0.000021  0.008831
   1.05809  0.01502 -0.01456  0.80385  0.000052  0.000024  0.006280
   1.06075  0.01750 -0.01552  0.69081  0.000054  0.000025  0.005530
   1.06364  0.02023 -0.01649  0.57958  0.000062  0.000028  0.003807
   1.06680  0.02323 -0.01747  0.48690  0.000063  0.000029  0.003226
   1.07026  0.02655 -0.01846  0.39349  0.000070  0.000032  0.002278
   1.07409  0.03024 -0.01947  0.30989  0.000074  0.000034  0.001723
   1.07834  0.03436 -0.02051  0.22781  0.000081  0.000037  0.001151
   1.08310  0.03901 -0.02158  0.15337  0.000088  0.000039  0.000700
   1.08846  0.04425 -0.02268  0.08153  0.000091  0.000041  0.000360
   1.09452  0.05019 -0.02383  0.01248  0.000105  0.000047  0.000048
   1.10136  0.05694 -0.02501 -0.05290  0.000105  0.000047  0.000201
   1.10909  0.06457 -0.02622 -0.11451  0.000119  0.000053  0.000373
   1.11775  0.07314 -0.02745 -0.17394  0.000124  0.000056  0.000564
   1.12734  0.08265 -0.02868 -0.22654  0.000140  0.000061  0.000613
   1.13781  0.09305 -0.02989 -0.27700  0.000144  0.000065  0.000768
   1.14905  0.10423 -0.03107 -0.32256  0.000159  0.000069  0.000769
   1.16090  0.11602 -0.03221 -0.36411  0.000166  0.000073  0.000856
   1.17321  0.12828 -0.03329 -0.40035  0.000180  0.000078  0.000839
   1.18586  0.14089 -0.03430 -0.43537  0.000184  0.000081  0.000916
   1.19877  0.15377 -0.03524 -0.46455  0.000200  0.000087  0.000866
   1.21188  0.16685 -0.03610 -0.49231  0.000205  0.000090  0.000914
   1.22514  0.18008 -0.03691 -0.51764  0.000216  0.000094  0.000904
   1.23851  0.19344 -0.03766 -0.53982  0.000226  0.000098  0.000890
   1.25198  0.20689 -0.03836 -0.56088  0.000233  0.000102  0.000901
   1.26553  0.22042 -0.03900 -0.58153  0.000239  0.000104  0.000918
   1.27913  0.23401 -0.03961 -0.59859  0.000252  0.000109  0.000874
   1.29277  0.24764 -0.04017 -0.61660  0.000255  0.000111  0.000911
   1.30644  0.26130 -0.04069 -0.63301  0.000263  0.000114  0.000898
   1.32013  0.27498 -0.04117 -0.64845  0.000270  0.000117  0.000894
   1.33383  0.28867 -0.04162 -0.66350  0.000276  0.000120  0.000900
   1.34753  0.30236 -0.04202 -0.67794  0.000281  0.000122  0.000901
   1.36121  0.31605 -0.04239 -0.69210  0.000286  0.000124  0.000908
   1.37488  0.32971 -0.04271 -0.70510  0.000293  0.000127  0.000898
   1.38853  0.34336 -0.04300 -0.71834  0.000296  0.000129  0.000910
   1.40215  0.35698 -0.04323 -0.73097  0.000301  0.000131  0.000911
   1.41574  0.37056 -0.04342 -0.74321  0.000306  0.000133  0.000913
   1.42929  0.38411 -0.04356 -0.75543  0.000309  0.000135  0.000922
   1.44278  0.39761 -0.04364 -0.76745  0.000312  0.000136  0.000929
   1.45623  0.41105 -0.04367 -0.77893  0.000316  0.000138  0.000929
   1.46960  0.42443 -0.04363 -0.78987  0.000321  0.000140  0.000926
   1.48290  0.43773 -0.04353 -0.80145  0.000322  0.000141  0.000946
   1.49611  0.45094 -0.04335 -0.81180  0.000327  0.000143  0.000937
   1.50922  0.46404 -0.04309 -0.82282  0.000328  0.000144  0.000954
   1.52220  0.47702 -0.04274 -0.83325  0.000331  0.000145  0.000957
   1.53503  0.48984 -0.04230 -0.84389  0.000332  0.000146  0.000971
   1.54772  0.50251 -0.04173 -0.85229  0.000340  0.000148  0.000939
   1.56033  0.51511 -0.04102 -0.85918  0.000350  0.000151  0.000899
   1.57293  0.52767 -0.04017 -0.86463  0.000362  0.000154  0.000852
   1.58554  0.54024 -0.03918 -0.86798  0.000378  0.000158  0.000786
   1.59822  0.55288 -0.03803 -0.86929  0.000399  0.000163  0.000707
   1.61107  0.56566 -0.03673 -0.86880  0.000425  0.000169  0.000623
   1.62412  0.57863 -0.03532 -0.86773  0.000449  0.000176  0.000559
   1.63730  0.59173 -0.03381 -0.86690  0.000467  0.000181  0.000522
   1.65061  0.60493 -0.03220 -0.86563  0.000487  0.000187  0.000485
   1.66407  0.61829 -0.03050 -0.86299  0.000515  0.000194  0.000429
   1.67771  0.63182 -0.02873 -0.86052  0.000539  0.000200  0.000392
   1.69151  0.64549 -0.02691 -0.85810  0.000560  0.000206  0.000365
   1.70539  0.65925 -0.02507 -0.85561  0.000582  0.000212  0.000341
   1.71933  0.67306 -0.02321 -0.85388  0.000595  0.000218  0.000336
   1.73324  0.68685 -0.02137 -0.85198  0.000611  0.000223  0.000325
   1.74710  0.70060 -0.01955 -0.85033  0.000624  0.000228  0.000318
   1.76091  0.71428 -0.01777 -0.84948  0.000629  0.000232  0.000326
   1.77464  0.72791 -0.01603 -0.84821  0.000642  0.000237  0.000321
   1.78831  0.74147 -0.01433 -0.84762  0.000647  0.000241  0.000327
   1.80192  0.75498 -0.01269 -0.84710  0.000653  0.000245  0.000330
   1.81545  0.76842 -0.01111 -0.84707  0.000655  0.000248  0.000339
   1.82893  0.78181 -0.00959 -0.84745  0.000655  0.000251  0.000352
   1.84234  0.79514 -0.00814 -0.84778  0.000657  0.000254  0.000358
   1.85568  0.80841 -0.00677 -0.84908  0.000651  0.000255  0.000378
   1.86895  0.82162 -0.00547 -0.85017  0.000651  0.000257  0.000389
   1.88216  0.83477 -0.00426 -0.85196  0.000645  0.000259  0.000407
   1.89529  0.84785 -0.00314 -0.85426  0.000638  0.000259  0.000429
   1.90833  0.86086 -0.00212 -0.85722  0.000627  0.000259  0.000455
   1.92127  0.87377 -0.00120 -0.86053  0.000618  0.000259  0.000480
   1.93410  0.88657 -0.00039 -0.86505  0.000602  0.000257  0.000517
   1.94679  0.89924  0.00031 -0.87023  0.000587  0.000255  0.000556
   1.95930  0.91174  0.00088 -0.87659  0.000568  0.000252  0.000605
   1.97158  0.92401  0.00132 -0.88431  0.000546  0.000248  0.000663
   1.98354  0.93597  0.00162 -0.89365  0.000521  0.000242  0.000734
   1.99510  0.94753  0.00178 -0.90496  0.000494  0.000235  0.000822
   2.00613  0.95855  0.00180 -0.92046  0.000457  0.000225  0.000958
   2.01650  0.96892  0.00168 -0.93849  0.000421  0.000215  0.001113
   2.02609  0.97851  0.00142 -0.96318  0.000377  0.000200  0.001353
   2.03484  0.98725  0.00104 -0.99464  0.000331  0.000183  0.001679
   2.04276  0.99515  0.00050 -1.05013  0.000264  0.000156  0.002403
   2.04763  1.00000  0.00000 -1.03309  0.000313  0.000171  0.002517
   2.04763  1.00010 -0.00001  1.03309  0.086658  0.008305  0.000000
   2.05250  1.00492 -0.00068  1.03140  0.084571  0.008473  0.000000
   2.05804  1.01043 -0.00129  1.02961  0.083653  0.008648  0.000000
   2.06436  1.01672 -0.00187  1.02755  0.082746  0.008850  0.000000
   2.07155  1.02389 -0.00244  1.02515  0.081775  0.009084  0.000000
   2.07975  1.03207 -0.00297  1.02234  0.080671  0.009358  0.000000
   2.08908  1.04139 -0.00347  1.01904  0.079378  0.009678  0.000000
   2.09972  1.05201 -0.00392  1.01513  0.077842  0.010056  0.000000
   2.11183  1.06412 -0.00429  1.01048  0.076003  0.010504  0.000000
   2.12563  1.07792 -0.00457  1.00490  0.073793  0.011039  0.000000
   2.14135  1.09364 -0.00471  0.99813  0.071135  0.011683  0.000000
   2.15926  1.11155 -0.00469  0.98980  0.067942  0.012468  0.000000
   2.17966  1.13195 -0.00444  0.97933  0.064120  0.013447  0.000000
   2.20290  1.15518 -0.00390  0.96547  0.059595  0.014733  0.000000
   2.22938  1.18164 -0.00302  0.94344  0.054426  0.016784  0.000000
   2.25953  1.21177 -0.00168  0.92392  0.048554  0.018604  0.000000
   2.29389  1.24607  0.00021  0.91548  0.042475  0.019371  0.000000
   2.33303  1.28512  0.00279  0.91407  0.036816  0.019492  0.000000
   2.37761  1.32958  0.00620  0.91812  0.031955  0.019169  0.000000
   2.42840  1.38017  0.01063  0.92546  0.028037  0.018630  0.000000
   2.48625  1.43775  0.01630  0.93407  0.025009  0.018044  0.000000
   2.55216  1.50327  0.02345  0.94261  0.022712  0.017504  0.000000
   2.62724  1.57781  0.03238  0.95042  0.020971  0.017039  0.000000
   2.71277  1.66262  0.04343  0.95729  0.019644  0.016650  0.000000
   2.81020  1.75910  0.05700  0.96327  0.018623  0.016326  0.000000
   2.92118  1.86885  0.07354  0.96844  0.017834  0.016055  0.000000
   3.04762  1.99369  0.09359  0.97485  0.017106  0.015730  0.000000
