#    s        x        y     Ue/Vinf    Dstar     Theta      Cf
   2.14135  1.09344 -0.00815  0.93340  0.005902  0.004254  0.000000
   2.15926  1.11132 -0.00916  0.93869  0.005643  0.004174  0.000000
   2.17966  1.13170 -0.01019  0.94379  0.005404  0.004099  0.000000
   2.20290  1.15491 -0.01124  0.94868  0.005184  0.004030  0.000000
   2.22938  1.18137 -0.01229  0.95336  0.004981  0.003966  0.000000
   2.25953  1.21151 -0.01332  0.95780  0.004795  0.003906  0.000000
   2.29389  1.24585 -0.01430  0.96201  0.004627  0.003852  0.000000
   2.33303  1.28497 -0.01522  0.96597  0.004474  0.003801  0.000000
   2.37761  1.32955 -0.01603  0.96968  0.004338  0.003756  0.000000
   2.42840  1.38033 -0.01669  0.97314  0.004217  0.003714  0.000000
   2.48625  1.43819 -0.01715  0.97633  0.004110  0.003676  0.000000
   2.55216  1.50409 -0.01735  0.97927  0.004016  0.003642  0.000000
   2.62724  1.57917 -0.01721  0.98194  0.003935  0.003611  0.000000
   2.71277  1.66470 -0.01666  0.98436  0.003866  0.003584  0.000000
   2.81020  1.76212 -0.01558  0.98653  0.003806  0.003560  0.000000
   2.92118  1.87310 -0.01386  0.98846  0.003755  0.003538  0.000000
   3.04762  1.99951 -0.01137  0.99030  0.003710  0.003518  0.000000
