#    s        x        y     Ue/Vinf    Dstar     Theta      Cf
   1.47032  0.42578 -0.04627 -1.09335  0.000547  0.000224  0.000825
   1.48353  0.43899 -0.04612 -1.09590  0.000550  0.000226  0.000827
   1.49664  0.45209 -0.04588 -1.09834  0.000555  0.000228  0.000826
   1.50962  0.46507 -0.04554 -1.10063  0.000560  0.000231  0.000821
   1.52245  0.47790 -0.04511 -1.10313  0.000564  0.000233  0.000822
   1.53510  0.49054 -0.04456 -1.10490  0.000571  0.000235  0.000808
   1.54760  0.50301 -0.04387 -1.10495  0.000588  0.000239  0.000762
   1.56001  0.51539 -0.04302 -1.10254  0.000619  0.000245  0.000673
   1.57238  0.52773 -0.04201 -1.09801  0.000665  0.000253  0.000556
   1.58476  0.54005 -0.04084 -1.09147  0.000733  0.000263  0.000410
   1.59722  0.55244 -0.03948 -1.08330  0.000844  0.000274  0.000229
   1.60988  0.56500 -0.03795 -1.07631  0.001006  0.000285  0.000062
   1.62276  0.57777 -0.03627 -1.07197  0.001191  0.000291 -0.000035
   1.63582  0.59071 -0.03447 -1.06865  0.001327  0.000297 -0.000063
   1.64901  0.60376 -0.03256 -1.06551  0.001347  0.000302 -0.000061
   1.66239  0.61698 -0.03053 -1.01297  0.000971  0.000398  0.000692
   1.67599  0.63042 -0.02841 -0.99181  0.000782  0.000443  0.002059
   1.68980  0.64405 -0.02622 -0.98025  0.000740  0.000480  0.002871
   1.70372  0.65779 -0.02400 -0.96932  0.000760  0.000522  0.003170
   1.71765  0.67155 -0.02179 -0.95815  0.000808  0.000568  0.003209
   1.73152  0.68525 -0.01960 -0.94705  0.000868  0.000616  0.003137
   1.74531  0.69887 -0.01746 -0.93637  0.000935  0.000664  0.003025
   1.75901  0.71241 -0.01537 -0.92591  0.001006  0.000714  0.002899
   1.77262  0.72587 -0.01335 -0.91602  0.001078  0.000764  0.002776
   1.78615  0.73925 -0.01139 -0.90642  0.001153  0.000814  0.002657
   1.79959  0.75256 -0.00951 -0.89736  0.001229  0.000865  0.002548
   1.81294  0.76579 -0.00772 -0.88863  0.001305  0.000915  0.002447
   1.82621  0.77895 -0.00601 -0.88032  0.001381  0.000966  0.002355
   1.83940  0.79204 -0.00440 -0.87236  0.001458  0.001017  0.002270
   1.85251  0.80506 -0.00289 -0.86478  0.001534  0.001067  0.002193
   1.86552  0.81800 -0.00149 -0.85764  0.001609  0.001118  0.002124
   1.87845  0.83086 -0.00021 -0.85069  0.001685  0.001168  0.002059
   1.89128  0.84364  0.00096 -0.84418  0.001760  0.001218  0.002001
   1.90400  0.85632  0.00200 -0.83807  0.001833  0.001267  0.001950
   1.91660  0.86889  0.00290 -0.83228  0.001904  0.001315  0.001903
   1.92906  0.88132  0.00366 -0.82688  0.001974  0.001362  0.001861
   1.94135  0.89360  0.00427 -0.82182  0.002041  0.001408  0.001823
   1.95343  0.90567  0.00473 -0.81722  0.002104  0.001452  0.001791
   1.96527  0.91750  0.00502 -0.81327  0.002162  0.001492  0.001767
   1.97679  0.92902  0.00513 -0.80973  0.002214  0.001530  0.001746
   1.98793  0.94016  0.00507 -0.80708  0.002257  0.001563  0.001735
   1.99859  0.95082  0.00483 -0.80543  0.002286  0.001588  0.001735
   2.00872  0.96094  0.00439 -0.80551  0.002293  0.001601  0.001754
   2.01827  0.97047  0.00376 -0.80876  0.002260  0.001592  0.001808
   2.02723  0.97940  0.00294 -0.81454  0.002198  0.001566  0.001891
   2.03557  0.98767  0.00197 -0.82302  0.002110  0.001524  0.002004
   2.04326  0.99529  0.00085 -0.83477  0.001995  0.001464  0.002155
   2.04805  1.00000  0.00000 -0.84941  0.001861  0.001389  0.002342
