#    s        x        y     Ue/Vinf    Dstar     Theta      Cf
   1.96223  0.91497 -0.00206 -0.89033  0.000749  0.000317  0.000559
   1.97551  0.92825 -0.00191 -0.89278  0.000749  0.000318  0.000565
   1.98855  0.94129 -0.00176 -0.89512  0.000750  0.000319  0.000569
   2.00115  0.95388 -0.00164 -0.89722  0.000752  0.000320  0.000570
   2.01306  0.96580 -0.00153 -0.89962  0.000750  0.000321  0.000577
   2.02402  0.97676 -0.00144 -0.90153  0.000752  0.000322  0.000578
   2.03379  0.98653 -0.00136 -0.90392  0.000748  0.000321  0.000590
   2.04229  0.99502 -0.00130 -0.90451  0.000757  0.000324  0.000575
   2.04726  1.00000 -0.00126 -0.91675  0.000671  0.000307  0.001026
   
