#    s        x        y     Ue/Vinf    Dstar     Theta      Cf
   1.52934  0.48312 -0.04027 -1.07299  0.000571  0.000235  0.000788
   1.54212  0.49590 -0.03987 -1.07449  0.000580  0.000238  0.000770
   1.55482  0.50858 -0.03937 -1.07445  0.000598  0.000242  0.000724
   1.56748  0.52123 -0.03876 -1.07282  0.000624  0.000248  0.000655
   1.58014  0.53387 -0.03802 -1.06971  0.000660  0.000255  0.000569
   1.59284  0.54654 -0.03717 -1.06525  0.000707  0.000262  0.000469
   1.60564  0.55931 -0.03619 -1.05927  0.000775  0.000272  0.000347
   1.61859  0.57221 -0.03511 -1.05314  0.000858  0.000282  0.000232
   1.63168  0.58525 -0.03394 -1.04756  0.000950  0.000290  0.000135
   1.64486  0.59837 -0.03270 -1.04281  0.001049  0.000298  0.000062
   1.65815  0.61159 -0.03139 -1.03880  0.001151  0.000305  0.000009
   1.67156  0.62494 -0.03002 -1.03536  0.001228  0.000311 -0.000016
   1.68510  0.63840 -0.02859 -1.03223  0.001230  0.000317 -0.000008
   1.69873  0.65195 -0.02714 -1.00916  0.001018  0.000358  0.000330
   1.71244  0.66558 -0.02566 -0.98715  0.000777  0.000401  0.001558
   1.72620  0.67927 -0.02417 -0.98018  0.000690  0.000426  0.002606
   1.73998  0.69296 -0.02268 -0.97529  0.000678  0.000455  0.003147
   1.75372  0.70662 -0.02120 -0.97034  0.000699  0.000487  0.003349
   1.76743  0.72025 -0.01974 -0.96502  0.000736  0.000521  0.003378
   1.78109  0.73384 -0.01829 -0.95977  0.000780  0.000555  0.003335
   1.79472  0.74739 -0.01688 -0.95436  0.000829  0.000591  0.003257
   1.80829  0.76090 -0.01549 -0.94914  0.000879  0.000626  0.003169
   1.82183  0.77436 -0.01414 -0.94375  0.000931  0.000662  0.003076
   1.83532  0.78779 -0.01283 -0.93882  0.000982  0.000698  0.002993
   1.84878  0.80119 -0.01156 -0.93388  0.001034  0.000733  0.002911
   1.86219  0.81454 -0.01034 -0.92902  0.001086  0.000769  0.002835
   1.87556  0.82786 -0.00916 -0.92446  0.001137  0.000804  0.002767
